system,x_NaCl,r_A,g_LiCl,g_LiCl_block_sd,cutoff_A
li960,0.7,3.59,0.46894501921855447,0.008265724202563203,3.5896301055492486
li960,0.7,3.6100000000000003,0.4781879603810176,0.01130129293027215,3.5896301055492486
li960,0.7,3.63,0.4728717090317062,0.008288293144529986,3.5896301055492486
li960,0.7,3.6500000000000004,0.4785904965400668,0.01165392812873654,3.5896301055492486
li960,0.7,3.67,0.47483228520722615,0.008908018066856272,3.5896301055492486
li960,0.7,3.6900000000000004,0.4835644474184449,0.007819749956017003,3.5896301055492486
li960,0.7,3.71,0.4665911936326421,0.011082422432097318,3.5896301055492486
li960,0.7,3.7300000000000004,0.47243338356707837,0.009341599128406467,3.5896301055492486
li960,0.7,3.75,0.4744947147636288,0.007932328314002163,3.5896301055492486
li960,0.7,3.7700000000000005,0.4805335066989179,0.011290318769018842,3.5896301055492486
li960,0.7,3.79,0.4828085355170553,0.005327302266183718,3.5896301055492486
li960,0.7,3.8100000000000005,0.48322323628884456,0.0045688981270103225,3.5896301055492486
li960,0.7,3.83,0.48426581475330416,0.00860840547068773,3.5896301055492486
li960,0.7,3.8499999999999996,0.49876294619191575,0.013418684396265574,3.5896301055492486
li960,0.7,3.87,0.47993345360131784,0.013740806645819682,3.5896301055492486
li960,0.7,3.8899999999999997,0.502426916411794,0.008365868020212854,3.5896301055492486
li960,0.7,3.91,0.49062214033355983,0.008067375966259746,3.5896301055492486
li960,0.7,3.9299999999999997,0.5118198135999835,0.01314771405256267,3.5896301055492486
li960,0.7,3.95,0.5153745602416723,0.007149569148740161,3.5896301055492486
li960,0.7,3.9699999999999998,0.5118914972889407,0.011120855708402573,3.5896301055492486
li960,0.7,3.99,0.5207181609214749,0.005431998802198317,3.5896301055492486
li960,0.7,4.01,0.527378506036218,0.01877475563059407,3.5896301055492486
li960,0.7,4.03,0.5401675537405135,0.009735869937098476,3.5896301055492486
li960,0.7,4.050000000000001,0.5400326711041025,0.006095390238662005,3.5896301055492486
li960,0.7,4.07,0.5428581581111002,0.016447983028169,3.5896301055492486
li960,0.7,4.09,0.5511730277239388,0.016353226221217997,3.5896301055492486
li960,0.7,4.109999999999999,0.5580056136657517,0.013054765881898025,3.5896301055492486
li960,0.7,4.13,0.5570796753667839,0.016780837777936992,3.5896301055492486
li960,0.7,4.15,0.5714359821309114,0.013352747690795174,3.5896301055492486
li960,0.7,4.17,0.5830222564810459,0.00947478589269441,3.5896301055492486
li960,0.7,4.1899999999999995,0.5903464678726533,0.020591313258726103,3.5896301055492486
li800,0.75,0.01,0.0,0.0,3.6689356652982226
li800,0.75,0.03,0.0,0.0,3.6689356652982226
li800,0.75,0.05,0.0,0.0,3.6689356652982226
li800,0.75,0.07,0.0,0.0,3.6689356652982226
li800,0.75,0.09,0.0,0.0,3.6689356652982226
li800,0.75,0.11,0.0,0.0,3.6689356652982226
li800,0.75,0.13,0.0,0.0,3.6689356652982226
li800,0.75,0.15000000000000002,0.0,0.0,3.6689356652982226
li800,0.75,0.16999999999999998,0.0,0.0,3.6689356652982226
li800,0.75,0.19,0.0,0.0,3.6689356652982226
li800,0.75,0.21000000000000002,0.0,0.0,3.6689356652982226
li800,0.75,0.22999999999999998,0.0,0.0,3.6689356652982226
li800,0.75,0.25,0.0,0.0,3.6689356652982226
li800,0.75,0.27,0.0,0.0,3.6689356652982226
li800,0.75,0.29000000000000004,0.0,0.0,3.6689356652982226
li800,0.75,0.31,0.0,0.0,3.6689356652982226
li800,0.75,0.33,0.0,0.0,3.6689356652982226
li800,0.75,0.35,0.0,0.0,3.6689356652982226
li800,0.75,0.37,0.0,0.0,3.6689356652982226
li800,0.75,0.39,0.0,0.0,3.6689356652982226
li800,0.75,0.41000000000000003,0.0,0.0,3.6689356652982226
li800,0.75,0.43,0.0,0.0,3.6689356652982226
li800,0.75,0.45,0.0,0.0,3.6689356652982226
li800,0.75,0.47,0.0,0.0,3.6689356652982226
li800,0.75,0.49,0.0,0.0,3.6689356652982226
li800,0.75,0.51,0.0,0.0,3.6689356652982226
li800,0.75,0.53,0.0,0.0,3.6689356652982226
li800,0.75,0.55,0.0,0.0,3.6689356652982226
li800,0.75,0.5700000000000001,0.0,0.0,3.6689356652982226
li800,0.75,0.59,0.0,0.0,3.6689356652982226
li800,0.75,0.61,0.0,0.0,3.6689356652982226
li800,0.75,0.63,0.0,0.0,3.6689356652982226
li800,0.75,0.65,0.0,0.0,3.6689356652982226
li800,0.75,0.67,0.0,0.0,3.6689356652982226
li800,0.75,0.6900000000000001,0.0,0.0,3.6689356652982226
li800,0.75,0.71,0.0,0.0,3.6689356652982226
li800,0.75,0.73,0.0,0.0,3.6689356652982226
li800,0.75,0.75,0.0,0.0,3.6689356652982226
li800,0.75,0.77,0.0,0.0,3.6689356652982226
li800,0.75,0.79,0.0,0.0,3.6689356652982226
li800,0.75,0.81,0.0,0.0,3.6689356652982226
li800,0.75,0.8300000000000001,0.0,0.0,3.6689356652982226
li800,0.75,0.85,0.0,0.0,3.6689356652982226
li800,0.75,0.87,0.0,0.0,3.6689356652982226
li800,0.75,0.89,0.0,0.0,3.6689356652982226
li800,0.75,0.91,0.0,0.0,3.6689356652982226
li800,0.75,0.93,0.0,0.0,3.6689356652982226
li800,0.75,0.95,0.0,0.0,3.6689356652982226
li800,0.75,0.97,0.0,0.0,3.6689356652982226
li800,0.75,0.99,0.0,0.0,3.6689356652982226
li800,0.75,1.01,0.0,0.0,3.6689356652982226
li800,0.75,1.03,0.0,0.0,3.6689356652982226
li800,0.75,1.05,0.0,0.0,3.6689356652982226
li800,0.75,1.07,0.0,0.0,3.6689356652982226
li800,0.75,1.09,0.0,0.0,3.6689356652982226
li800,0.75,1.11,0.0,0.0,3.6689356652982226
li800,0.75,1.1300000000000001,0.0,0.0,3.6689356652982226
li800,0.75,1.15,0.0,0.0,3.6689356652982226
li800,0.75,1.17,0.0,0.0,3.6689356652982226
li800,0.75,1.19,0.0,0.0,3.6689356652982226
li800,0.75,1.21,0.0,0.0,3.6689356652982226
li800,0.75,1.23,0.0,0.0,3.6689356652982226
li800,0.75,1.25,0.0,0.0,3.6689356652982226
li800,0.75,1.27,0.0,0.0,3.6689356652982226
li800,0.75,1.29,0.0,0.0,3.6689356652982226
li800,0.75,1.31,0.0,0.0,3.6689356652982226
li800,0.75,1.33,0.0,0.0,3.6689356652982226
li800,0.75,1.35,0.0,0.0,3.6689356652982226
li800,0.75,1.37,0.0,0.0,3.6689356652982226
li800,0.75,1.3900000000000001,0.0,0.0,3.6689356652982226
li800,0.75,1.4100000000000001,0.0,0.0,3.6689356652982226
li800,0.75,1.43,0.0,0.0,3.6689356652982226
li800,0.75,1.45,0.0,0.0,3.6689356652982226
li800,0.75,1.47,0.0,0.0,3.6689356652982226
li800,0.75,1.49,0.0,0.0,3.6689356652982226
li800,0.75,1.51,0.0,0.0,3.6689356652982226
li800,0.75,1.53,0.0,0.0,3.6689356652982226
li800,0.75,1.55,0.0,0.0,3.6689356652982226
li800,0.75,1.57,0.0,0.0,3.6689356652982226
li800,0.75,1.59,0.0,0.0,3.6689356652982226
li800,0.75,1.61,0.0,0.0,3.6689356652982226
li800,0.75,1.6300000000000001,0.0,0.0,3.6689356652982226
li800,0.75,1.6500000000000001,0.0,0.0,3.6689356652982226
li800,0.75,1.67,0.0,0.0,3.6689356652982226
li800,0.75,1.69,0.0,0.0,3.6689356652982226
li800,0.75,1.71,0.0,0.0,3.6689356652982226
li800,0.75,1.73,0.0,0.0,3.6689356652982226
li800,0.75,1.75,0.0006412404516096216,0.0008781945422713542,3.6689356652982226
li800,0.75,1.77,0.0015670779177151706,0.0019207638138451358,3.6689356652982226
li800,0.75,1.79,0.0033709619088518033,0.002516869993223985,3.6689356652982226
li800,0.75,1.81,0.006294039530207348,0.003247712782335809,3.6689356652982226
li800,0.75,1.83,0.01817845323580303,0.004346089257367071,3.6689356652982226
li800,0.75,1.85,0.035288172265410214,0.003605587451563522,3.6689356652982226
li800,0.75,1.87,0.06121260764476813,0.009029155227856352,3.6689356652982226
li800,0.75,1.8900000000000001,0.10692855066898033,0.012884114301229092,3.6689356652982226
li800,0.75,1.9100000000000001,0.17306610125603766,0.012609377161440068,3.6689356652982226
li800,0.75,1.93,0.26281393809683024,0.009346128384692879,3.6689356652982226
li800,0.75,1.95,0.4175502327517735,0.012110620644267099,3.6689356652982226
li800,0.75,1.97,0.583691208463261,0.026960558710624524,3.6689356652982226
li800,0.75,1.99,0.8266611485251915,0.019985864539437397,3.6689356652982226
li800,0.75,2.01,1.0854123549201895,0.04376731953352872,3.6689356652982226
li800,0.75,2.0300000000000002,1.370550456510485,0.03463962460176499,3.6689356652982226
li800,0.75,2.05,1.7154377120505682,0.041476402017915213,3.6689356652982226
li800,0.75,2.0700000000000003,2.1228837711595667,0.049352988774513995,3.6689356652982226
li800,0.75,2.09,2.4897675408281943,0.0761849054708317,3.6689356652982226
li800,0.75,2.1100000000000003,2.8225762546615596,0.05438464557924317,3.6689356652982226
li800,0.75,2.13,3.2325380620038144,0.08503790519220202,3.6689356652982226
li800,0.75,2.1500000000000004,3.548870573783326,0.017513256442139156,3.6689356652982226
li800,0.75,2.17,3.872438132459443,0.06945694516563405,3.6689356652982226
li800,0.75,2.1900000000000004,4.106260207119747,0.06256857506096908,3.6689356652982226
li800,0.75,2.21,4.357760630342788,0.06817192516144595,3.6689356652982226
li800,0.75,2.2300000000000004,4.516689183685867,0.03967868196138781,3.6689356652982226
li800,0.75,2.25,4.583962703587489,0.08648506434187352,3.6689356652982226
li800,0.75,2.2700000000000005,4.673899327414164,0.07832924069303361,3.6689356652982226
li800,0.75,2.29,4.672942034176798,0.05939940812058237,3.6689356652982226
li800,0.75,2.31,4.653835936608931,0.10408328532388393,3.6689356652982226
li800,0.75,2.33,4.548783015883875,0.04429428826848983,3.6689356652982226
li800,0.75,2.3499999999999996,4.438615935391314,0.05135371817366525,3.6689356652982226
li800,0.75,2.37,4.337797244831024,0.022441726369825762,3.6689356652982226
li800,0.75,2.3899999999999997,4.2080880385654496,0.05293516080785487,3.6689356652982226
li800,0.75,2.41,4.011741125899275,0.043871863736305285,3.6689356652982226
li800,0.75,2.4299999999999997,3.8418810741360554,0.021896197711807116,3.6689356652982226
li800,0.75,2.45,3.669812495450842,0.018356015178339506,3.6689356652982226
li800,0.75,2.4699999999999998,3.4809022008368857,0.10349036732638173,3.6689356652982226
li800,0.75,2.49,3.271907581946856,0.055895993769739034,3.6689356652982226
li800,0.75,2.51,3.1160180535533226,0.032927773858239515,3.6689356652982226
li800,0.75,2.5300000000000002,2.931341364677082,0.022569205658304642,3.6689356652982226
li800,0.75,2.55,2.74163305066678,0.04795476504188104,3.6689356652982226
li800,0.75,2.5700000000000003,2.6170659166775256,0.06375082192045316,3.6689356652982226
li800,0.75,2.59,2.43657589868096,0.05357100634281303,3.6689356652982226
li800,0.75,2.6100000000000003,2.277000984380216,0.04111683604642918,3.6689356652982226
li800,0.75,2.63,2.137169216142381,0.03202386782043323,3.6689356652982226
li800,0.75,2.6500000000000004,2.025332959139284,0.04665933639249402,3.6689356652982226
li800,0.75,2.67,1.8946951950796078,0.03738401525497493,3.6689356652982226
li800,0.75,2.6900000000000004,1.8160117633692552,0.025719766414865678,3.6689356652982226
li800,0.75,2.71,1.6875605444581296,0.017680182873546967,3.6689356652982226
li800,0.75,2.7300000000000004,1.5977097339011905,0.034335230310114366,3.6689356652982226
li800,0.75,2.75,1.4900298804928962,0.018489673522224713,3.6689356652982226
li800,0.75,2.7700000000000005,1.407421012036852,0.03310912052180353,3.6689356652982226
li800,0.75,2.79,1.3437961754892658,0.02433618903558106,3.6689356652982226
li800,0.75,2.81,1.2701444660161347,0.023568312016334015,3.6689356652982226
li800,0.75,2.83,1.1990461976205757,0.043874481586094846,3.6689356652982226
li800,0.75,2.8499999999999996,1.1228001046791845,0.02134420229450414,3.6689356652982226
li800,0.75,2.87,1.093854591008013,0.03035629594213092,3.6689356652982226
li800,0.75,2.8899999999999997,1.0255106943674703,0.0240233333070783,3.6689356652982226
li800,0.75,2.91,0.9787639225223538,0.011433646974033453,3.6689356652982226
li800,0.75,2.9299999999999997,0.9187822151828803,0.01739204372237081,3.6689356652982226
li800,0.75,2.95,0.9008377409891625,0.03103492666584889,3.6689356652982226
li800,0.75,2.9699999999999998,0.8536816336467885,0.015597058939204714,3.6689356652982226
li800,0.75,2.99,0.8290097447498568,0.03106201968301194,3.6689356652982226
li800,0.75,3.01,0.7874673289968784,0.019790589182288224,3.6689356652982226
li800,0.75,3.0300000000000002,0.7734697327766983,0.02117981280421278,3.6689356652982226
li800,0.75,3.05,0.7248323239838472,0.030062952788408034,3.6689356652982226
li800,0.75,3.0700000000000003,0.7217741635093611,0.01922737624264783,3.6689356652982226
li800,0.75,3.09,0.6913793058727187,0.016393050867769765,3.6689356652982226
li800,0.75,3.1100000000000003,0.6688104584631133,0.020013667246616164,3.6689356652982226
li800,0.75,3.13,0.6513705575398161,0.012550466556909551,3.6689356652982226
li800,0.75,3.1500000000000004,0.6425317257763993,0.018374864117325525,3.6689356652982226
li800,0.75,3.17,0.6080671977071646,0.015889019037809968,3.6689356652982226
li800,0.75,3.1900000000000004,0.6097296390558443,0.01305853616486233,3.6689356652982226
li800,0.75,3.21,0.5930073431968533,0.014369403115316186,3.6689356652982226
li800,0.75,3.2300000000000004,0.573921808424383,0.009673889771212337,3.6689356652982226
li800,0.75,3.25,0.5627896009954143,0.016224644473599933,3.6689356652982226
li800,0.75,3.2700000000000005,0.5566610223448241,0.018305943777857745,3.6689356652982226
li800,0.75,3.29,0.5325871540062812,0.011103892105654288,3.6689356652982226
li800,0.75,3.3100000000000005,0.5370147763971751,0.0220455275820418,3.6689356652982226
li800,0.75,3.33,0.5322659634794694,0.027111334068458365,3.6689356652982226
li800,0.75,3.3499999999999996,0.5051058442498572,0.013875157942627716,3.6689356652982226
li800,0.75,3.37,0.5174576576959297,0.011446720837375808,3.6689356652982226
li800,0.75,3.3899999999999997,0.5079523137091624,0.011512198666630932,3.6689356652982226
li800,0.75,3.41,0.5016736485883677,0.02068822956527969,3.6689356652982226
li800,0.75,3.4299999999999997,0.49316955626451026,0.010742729301378822,3.6689356652982226
li800,0.75,3.45,0.4887881722835029,0.010973546937418744,3.6689356652982226
li800,0.75,3.4699999999999998,0.47077473290737415,0.0092494689563401,3.6689356652982226
li800,0.75,3.49,0.4748265475227185,0.008047358517196361,3.6689356652982226
li800,0.75,3.51,0.46775715736249024,0.010205036619874359,3.6689356652982226
li800,0.75,3.5300000000000002,0.4753160729532533,0.011178909527673092,3.6689356652982226
li800,0.75,3.55,0.47519571800112975,0.012543714501569398,3.6689356652982226
li800,0.75,3.5700000000000003,0.47581864865693113,0.0151306953285676,3.6689356652982226
li800,0.75,3.59,0.4583418857091107,0.01542312725361748,3.6689356652982226
li800,0.75,3.6100000000000003,0.4803263526719157,0.011353118000851842,3.6689356652982226
li800,0.75,3.63,0.4706515709723215,0.011416311938599795,3.6689356652982226
li800,0.75,3.6500000000000004,0.46071719709623277,0.011779001301434234,3.6689356652982226
li800,0.75,3.67,0.4634370469238712,0.007328873988992096,3.6689356652982226
li800,0.75,3.6900000000000004,0.46513354240551785,0.006869933677843643,3.6689356652982226
li800,0.75,3.71,0.45321233801128036,0.01593934723191826,3.6689356652982226
li800,0.75,3.7300000000000004,0.47038470264400084,0.017621538337789917,3.6689356652982226
li800,0.75,3.75,0.47222346387575687,0.0054175594426790884,3.6689356652982226
li800,0.75,3.7700000000000005,0.472960548296218,0.016714037816472266,3.6689356652982226
li800,0.75,3.79,0.469144156353908,0.014344480913910612,3.6689356652982226
li800,0.75,3.8100000000000005,0.46774911646280143,0.011765583454282042,3.6689356652982226
li800,0.75,3.83,0.46977139562952425,0.015487548418414623,3.6689356652982226
li800,0.75,3.8499999999999996,0.4813982027240791,0.014792120318692804,3.6689356652982226
li800,0.75,3.87,0.4798445765389586,0.01676348893412276,3.6689356652982226
li800,0.75,3.8899999999999997,0.50081387783639,0.01019113530542667,3.6689356652982226
li800,0.75,3.91,0.4962816192360809,0.012081491359693575,3.6689356652982226
li800,0.75,3.9299999999999997,0.5029410526953063,0.011399931709417246,3.6689356652982226
li800,0.75,3.95,0.5005040584149515,0.009330805678596255,3.6689356652982226
li800,0.75,3.9699999999999998,0.5093668657709912,0.010249283450189063,3.6689356652982226
li800,0.75,3.99,0.5201859716547714,0.017524358722616668,3.6689356652982226
li800,0.75,4.01,0.516170242327292,0.011224000762627473,3.6689356652982226
li800,0.75,4.03,0.5227282693642586,0.010095281014406798,3.6689356652982226
li800,0.75,4.050000000000001,0.5369141319115988,0.008286195078036273,3.6689356652982226
li800,0.75,4.07,0.5374001240563402,0.014069051233329405,3.6689356652982226
li800,0.75,4.09,0.5446012411609065,0.012823124510974908,3.6689356652982226
li800,0.75,4.109999999999999,0.5499513617317432,0.00805356358539,3.6689356652982226
li800,0.75,4.13,0.5512580257123803,0.0051538282970825695,3.6689356652982226
li800,0.75,4.15,0.573608865510011,0.011372795280012499,3.6689356652982226
li800,0.75,4.17,0.5819543725960621,0.01118090033357932,3.6689356652982226
li800,0.75,4.1899999999999995,0.5821168264799534,0.014496766740313681,3.6689356652982226
li640,0.8,0.01,0.0,0.0,3.6623742724757475
li640,0.8,0.03,0.0,0.0,3.6623742724757475
li640,0.8,0.05,0.0,0.0,3.6623742724757475
li640,0.8,0.07,0.0,0.0,3.6623742724757475
li640,0.8,0.09,0.0,0.0,3.6623742724757475
li640,0.8,0.11,0.0,0.0,3.6623742724757475
li640,0.8,0.13,0.0,0.0,3.6623742724757475
li640,0.8,0.15000000000000002,0.0,0.0,3.6623742724757475
li640,0.8,0.16999999999999998,0.0,0.0,3.6623742724757475
li640,0.8,0.19,0.0,0.0,3.6623742724757475
li640,0.8,0.21000000000000002,0.0,0.0,3.6623742724757475
li640,0.8,0.22999999999999998,0.0,0.0,3.6623742724757475
li640,0.8,0.25,0.0,0.0,3.6623742724757475
li640,0.8,0.27,0.0,0.0,3.6623742724757475
li640,0.8,0.29000000000000004,0.0,0.0,3.6623742724757475
li640,0.8,0.31,0.0,0.0,3.6623742724757475
li640,0.8,0.33,0.0,0.0,3.6623742724757475
li640,0.8,0.35,0.0,0.0,3.6623742724757475
li640,0.8,0.37,0.0,0.0,3.6623742724757475
li640,0.8,0.39,0.0,0.0,3.6623742724757475
li640,0.8,0.41000000000000003,0.0,0.0,3.6623742724757475
li640,0.8,0.43,0.0,0.0,3.6623742724757475
li640,0.8,0.45,0.0,0.0,3.6623742724757475
li640,0.8,0.47,0.0,0.0,3.6623742724757475
li640,0.8,0.49,0.0,0.0,3.6623742724757475
li640,0.8,0.51,0.0,0.0,3.6623742724757475
li640,0.8,0.53,0.0,0.0,3.6623742724757475
li640,0.8,0.55,0.0,0.0,3.6623742724757475
li640,0.8,0.5700000000000001,0.0,0.0,3.6623742724757475
li640,0.8,0.59,0.0,0.0,3.6623742724757475
li640,0.8,0.61,0.0,0.0,3.6623742724757475
li640,0.8,0.63,0.0,0.0,3.6623742724757475
li640,0.8,0.65,0.0,0.0,3.6623742724757475
li640,0.8,0.67,0.0,0.0,3.6623742724757475
li640,0.8,0.6900000000000001,0.0,0.0,3.6623742724757475
li640,0.8,0.71,0.0,0.0,3.6623742724757475
li640,0.8,0.73,0.0,0.0,3.6623742724757475
li640,0.8,0.75,0.0,0.0,3.6623742724757475
li640,0.8,0.77,0.0,0.0,3.6623742724757475
li640,0.8,0.79,0.0,0.0,3.6623742724757475
li640,0.8,0.81,0.0,0.0,3.6623742724757475
li640,0.8,0.8300000000000001,0.0,0.0,3.6623742724757475
li640,0.8,0.85,0.0,0.0,3.6623742724757475
li640,0.8,0.87,0.0,0.0,3.6623742724757475
li640,0.8,0.89,0.0,0.0,3.6623742724757475
li640,0.8,0.91,0.0,0.0,3.6623742724757475
li640,0.8,0.93,0.0,0.0,3.6623742724757475
li640,0.8,0.95,0.0,0.0,3.6623742724757475
li640,0.8,0.97,0.0,0.0,3.6623742724757475
li640,0.8,0.99,0.0,0.0,3.6623742724757475
li640,0.8,1.01,0.0,0.0,3.6623742724757475
li640,0.8,1.03,0.0,0.0,3.6623742724757475
li640,0.8,1.05,0.0,0.0,3.6623742724757475
li640,0.8,1.07,0.0,0.0,3.6623742724757475
li640,0.8,1.09,0.0,0.0,3.6623742724757475
li640,0.8,1.11,0.0,0.0,3.6623742724757475
li640,0.8,1.1300000000000001,0.0,0.0,3.6623742724757475
li640,0.8,1.15,0.0,0.0,3.6623742724757475
li640,0.8,1.17,0.0,0.0,3.6623742724757475
li640,0.8,1.19,0.0,0.0,3.6623742724757475
li640,0.8,1.21,0.0,0.0,3.6623742724757475
li640,0.8,1.23,0.0,0.0,3.6623742724757475
li640,0.8,1.25,0.0,0.0,3.6623742724757475
li640,0.8,1.27,0.0,0.0,3.6623742724757475
li640,0.8,1.29,0.0,0.0,3.6623742724757475
li640,0.8,1.31,0.0,0.0,3.6623742724757475
li640,0.8,1.33,0.0,0.0,3.6623742724757475
li640,0.8,1.35,0.0,0.0,3.6623742724757475
li640,0.8,1.37,0.0,0.0,3.6623742724757475
li640,0.8,1.3900000000000001,0.0,0.0,3.6623742724757475
li640,0.8,1.4100000000000001,0.0,0.0,3.6623742724757475
li640,0.8,1.43,0.0,0.0,3.6623742724757475
li640,0.8,1.45,0.0,0.0,3.6623742724757475
li640,0.8,1.47,0.0,0.0,3.6623742724757475
li640,0.8,1.49,0.0,0.0,3.6623742724757475
li640,0.8,1.51,0.0,0.0,3.6623742724757475
li640,0.8,1.53,0.0,0.0,3.6623742724757475
li640,0.8,1.55,0.0,0.0,3.6623742724757475
li640,0.8,1.57,0.0,0.0,3.6623742724757475
li640,0.8,1.59,0.0,0.0,3.6623742724757475
li640,0.8,1.61,0.0,0.0,3.6623742724757475
li640,0.8,1.6300000000000001,0.0,0.0,3.6623742724757475
li640,0.8,1.6500000000000001,0.0,0.0,3.6623742724757475
li640,0.8,1.67,0.0,0.0,3.6623742724757475
li640,0.8,1.69,0.0,0.0,3.6623742724757475
li640,0.8,1.71,0.0,0.0,3.6623742724757475
li640,0.8,1.73,0.0,0.0,3.6623742724757475
li640,0.8,1.75,0.0008100637690385982,0.0011095139783717715,3.6623742724757475
li640,0.8,1.77,0.0007918608635590713,0.0017702791638131807,3.6623742724757475
li640,0.8,1.79,0.001161397031607979,0.001060162133867481,3.6623742724757475
li640,0.8,1.81,0.008329734313683744,0.00414974555670613,3.6623742724757475
li640,0.8,1.83,0.01703810798877634,0.004013129046018617,3.6623742724757475
li640,0.8,1.85,0.03225613715538648,0.013409980006072736,3.6623742724757475
li640,0.8,1.87,0.0656227479609525,0.012965217612146047,3.6623742724757475
li640,0.8,1.8900000000000001,0.11424528199646572,0.016906226623133215,3.6623742724757475
li640,0.8,1.9100000000000001,0.16728786443908356,0.00900242546903289,3.6623742724757475
li640,0.8,1.93,0.2783926788566367,0.012714829459770814,3.6623742724757475
li640,0.8,1.95,0.40776225303849195,0.024981232777537377,3.6623742724757475
li640,0.8,1.97,0.584904475233053,0.04683698976740491,3.6623742724757475
li640,0.8,1.99,0.8435223264679838,0.036575515496402304,3.6623742724757475
li640,0.8,2.01,1.0948526599715416,0.019842109693574445,3.6623742724757475
li640,0.8,2.0300000000000002,1.395762558564849,0.04530406355530804,3.6623742724757475
li640,0.8,2.05,1.7993010298319516,0.04148926233014415,3.6623742724757475
li640,0.8,2.0700000000000003,2.1300301515992115,0.05893923964917945,3.6623742724757475
li640,0.8,2.09,2.5264909170078766,0.05138403845502689,3.6623742724757475
li640,0.8,2.1100000000000003,2.9204248162858404,0.05493595762691129,3.6623742724757475
li640,0.8,2.13,3.2931722234485536,0.05498368058424524,3.6623742724757475
li640,0.8,2.1500000000000004,3.627458291037248,0.040306734896489636,3.6623742724757475
li640,0.8,2.17,3.9101952222837437,0.06096544564201416,3.6623742724757475
li640,0.8,2.1900000000000004,4.158769338545543,0.09118343094147738,3.6623742724757475
li640,0.8,2.21,4.42669818751277,0.07169373861067425,3.6623742724757475
li640,0.8,2.2300000000000004,4.595091649287037,0.0429192397992475,3.6623742724757475
li640,0.8,2.25,4.678908445865881,0.04217317580208331,3.6623742724757475
li640,0.8,2.2700000000000005,4.685891541455396,0.09951468474966312,3.6623742724757475
li640,0.8,2.29,4.721957986024291,0.07328984041499312,3.6623742724757475
li640,0.8,2.31,4.672858529290696,0.05836015381763713,3.6623742724757475
li640,0.8,2.33,4.5742468909199046,0.07747431493166355,3.6623742724757475
li640,0.8,2.3499999999999996,4.556914995264642,0.0662787113082894,3.6623742724757475
li640,0.8,2.37,4.403478920149649,0.05797489143198529,3.6623742724757475
li640,0.8,2.3899999999999997,4.251913181792119,0.05258922127730049,3.6623742724757475
li640,0.8,2.41,4.037904875023244,0.03517748711717898,3.6623742724757475
li640,0.8,2.4299999999999997,3.911422366831194,0.0752011698540169,3.6623742724757475
li640,0.8,2.45,3.633940642770522,0.04830830041976513,3.6623742724757475
li640,0.8,2.4699999999999998,3.488920239980507,0.09376326274715527,3.6623742724757475
li640,0.8,2.49,3.318462028689118,0.03951700283497973,3.6623742724757475
li640,0.8,2.51,3.119697894187931,0.048612617632231445,3.6623742724757475
li640,0.8,2.5300000000000002,2.9635988772059263,0.03571541316276515,3.6623742724757475
li640,0.8,2.55,2.7547660233164275,0.03452229086301839,3.6623742724757475
li640,0.8,2.5700000000000003,2.646889832827027,0.027979232329878742,3.6623742724757475
li640,0.8,2.59,2.4621217325992295,0.03506931848029063,3.6623742724757475
li640,0.8,2.6100000000000003,2.316735344665972,0.051809986891638224,3.6623742724757475
li640,0.8,2.63,2.172959115154719,0.039679461100834895,3.6623742724757475
li640,0.8,2.6500000000000004,2.052496171774399,0.05999032292262735,3.6623742724757475
li640,0.8,2.67,1.8819676861867214,0.018668995881507163,3.6623742724757475
li640,0.8,2.6900000000000004,1.7992325463613672,0.04037692835948843,3.6623742724757475
li640,0.8,2.71,1.6920395553391812,0.03340746847872885,3.6623742724757475
li640,0.8,2.7300000000000004,1.5922768263108145,0.06192042355085252,3.6623742724757475
li640,0.8,2.75,1.4917822607677953,0.03178455181366249,3.6623742724757475
li640,0.8,2.7700000000000005,1.4151913144083137,0.028159420928589186,3.6623742724757475
li640,0.8,2.79,1.3286838661612104,0.025076993679500035,3.6623742724757475
li640,0.8,2.81,1.2755914308582148,0.016225526679670574,3.6623742724757475
li640,0.8,2.83,1.171512369806755,0.01483283508976802,3.6623742724757475
li640,0.8,2.8499999999999996,1.1164912366623587,0.028903196612114428,3.6623742724757475
li640,0.8,2.87,1.0866783397940893,0.04008883195867764,3.6623742724757475
li640,0.8,2.8899999999999997,1.04213527088824,0.01902591053264862,3.6623742724757475
li640,0.8,2.91,0.9855265583594086,0.03235226976336716,3.6623742724757475
li640,0.8,2.9299999999999997,0.9448099263480153,0.013510947827592447,3.6623742724757475
li640,0.8,2.95,0.8976912620859674,0.018644421152670596,3.6623742724757475
li640,0.8,2.9699999999999998,0.8427519671637779,0.03190379258277624,3.6623742724757475
li640,0.8,2.99,0.8109807705035927,0.021118297732804606,3.6623742724757475
li640,0.8,3.01,0.7760063759342606,0.02313508086814941,3.6623742724757475
li640,0.8,3.0300000000000002,0.7684980873145651,0.013594474324430563,3.6623742724757475
li640,0.8,3.05,0.7412513138981033,0.014891780276690697,3.6623742724757475
li640,0.8,3.0700000000000003,0.7214907728858412,0.01554320715355569,3.6623742724757475
li640,0.8,3.09,0.6946431319208708,0.019637842747857393,3.6623742724757475
li640,0.8,3.1100000000000003,0.6579079394251142,0.029131984889099655,3.6623742724757475
li640,0.8,3.13,0.6443359086824524,0.022205133438588827,3.6623742724757475
